Fecha;Tipo;Letra;PDV;Numero;Cliente;Doc.Cliente;Neto;Alic.IVA;IVA;Imp.Int.;Percep.IIBB;Provincia;TOTAL;Forma Pago
04/03/2023;FACTURA;B;2;38;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
04/03/2023;FACTURA;B;2;39;CONSUMIDOR FINAL;;3305.79;21;694.21;;;;4000;MERCADOPAGO
05/03/2023;FACTURA;B;2;40;CONSUMIDOR FINAL;;165.29;21;34.71;;;;200;MERCADOPAGO
05/03/2023;FACTURA;B;2;41;CONSUMIDOR FINAL;;2231.4;21;468.6;;;;2700;TARJETA DE DEBITO
05/03/2023;FACTURA;B;2;42;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
05/03/2023;FACTURA;B;2;43;CONSUMIDOR FINAL;;644.63;21;135.37;;;;780;MERCADOPAGO
05/03/2023;FACTURA;B;2;44;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
05/03/2023;FACTURA;B;2;45;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;MERCADOPAGO
05/03/2023;FACTURA;B;2;46;CONSUMIDOR FINAL;;702.48;21;147.52;;;;850;MERCADOPAGO
05/03/2023;FACTURA;B;2;47;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;MERCADOPAGO
05/03/2023;FACTURA;B;2;48;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
05/03/2023;FACTURA;B;2;49;CONSUMIDOR FINAL;;2314.05;21;485.95;;;;2800;MERCADOPAGO
05/03/2023;FACTURA;B;2;50;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;MERCADOPAGO
05/03/2023;FACTURA;B;2;51;CONSUMIDOR FINAL;;123.97;21;26.03;;;;150;MERCADOPAGO
05/03/2023;FACTURA;B;2;52;CONSUMIDOR FINAL;;702.48;21;147.52;;;;850;MERCADOPAGO
05/03/2023;FACTURA;B;2;53;CONSUMIDOR FINAL;;900.83;21;189.17;;;;1090;MERCADOPAGO
05/03/2023;FACTURA;B;2;54;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
05/03/2023;FACTURA;B;2;55;CONSUMIDOR FINAL;;619.83;21;130.17;;;;750;MERCADOPAGO
05/03/2023;FACTURA;B;2;56;CONSUMIDOR FINAL;;12809.92;21;2690.08;;;;15500;TARJETA DE DEBITO
05/03/2023;FACTURA;B;2;57;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;TARJETA DE DEBITO
05/03/2023;FACTURA;B;2;58;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;TARJETA DE DEBITO
05/03/2023;FACTURA;B;2;59;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
05/03/2023;FACTURA;B;2;60;CONSUMIDOR FINAL;;165.29;21;34.71;;;;200;MERCADOPAGO
05/03/2023;FACTURA;B;2;61;CONSUMIDOR FINAL;;776.86;21;163.14;;;;940;EFECTIVO
05/03/2023;FACTURA;B;2;62;CONSUMIDOR FINAL;;1404.96;21;295.04;;;;1700;TARJETA DE DEBITO
05/03/2023;FACTURA;B;2;63;CONSUMIDOR FINAL;;785.12;21;164.88;;;;950;MERCADOPAGO
05/03/2023;FACTURA;B;2;64;CONSUMIDOR FINAL;;1115.7;21;234.3;;;;1350;MERCADOPAGO
05/03/2023;FACTURA;B;2;65;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
05/03/2023;FACTURA;B;2;66;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
05/03/2023;FACTURA;B;2;67;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;EFECTIVO
05/03/2023;FACTURA;B;2;68;CONSUMIDOR FINAL;;1181.82;21;248.18;;;;1430;EFECTIVO
05/03/2023;FACTURA;B;2;69;CONSUMIDOR FINAL;;702.48;21;147.52;;;;850;MERCADOPAGO
05/03/2023;FACTURA;B;2;70;CONSUMIDOR FINAL;;537.19;21;112.81;;;;650;EFECTIVO
06/03/2023;FACTURA;B;2;71;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
06/03/2023;FACTURA;B;2;72;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
06/03/2023;FACTURA;B;2;73;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
06/03/2023;FACTURA;B;2;74;CONSUMIDOR FINAL;;1983.47;21;416.53;;;;2400;TARJETA DE DEBITO
06/03/2023;FACTURA;B;2;75;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;EFECTIVO
06/03/2023;FACTURA;B;2;76;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
06/03/2023;FACTURA;B;2;77;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
06/03/2023;FACTURA;B;2;78;CONSUMIDOR FINAL;;702.48;21;147.52;;;;850;MERCADOPAGO
06/03/2023;NOTACRE;B;2;1;;;206.61;21;43.39;;;;250;EFECTIVO
06/03/2023;FACTURA;B;2;79;CONSUMIDOR FINAL;;950.41;21;199.59;;;;1150;MERCADOPAGO
06/03/2023;FACTURA;B;2;80;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
06/03/2023;FACTURA;B;2;81;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;TARJETA DE DEBITO
06/03/2023;FACTURA;B;2;82;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
06/03/2023;FACTURA;B;2;83;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;EFECTIVO
06/03/2023;FACTURA;B;2;84;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;TARJETA DE DEBITO
07/03/2023;FACTURA;B;2;85;CONSUMIDOR FINAL;;3801.65;21;798.35;;;;4600;MERCADOPAGO
07/03/2023;FACTURA;B;2;86;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
07/03/2023;FACTURA;B;2;87;CONSUMIDOR FINAL;;1198.35;21;251.65;;;;1450;MERCADOPAGO
07/03/2023;FACTURA;B;2;88;CONSUMIDOR FINAL;;371.9;21;78.1;;;;450;TARJETA DE DEBITO
07/03/2023;FACTURA;B;2;89;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;TARJETA DE DEBITO
07/03/2023;FACTURA;B;2;90;CONSUMIDOR FINAL;;1694.21;21;355.79;;;;2050;MERCADOPAGO
07/03/2023;FACTURA;B;2;91;CONSUMIDOR FINAL;;3471.07;21;728.93;;;;4200;EFECTIVO
07/03/2023;FACTURA;B;2;92;CONSUMIDOR FINAL;;3471.07;21;728.93;;;;4200;MERCADOPAGO
07/03/2023;FACTURA;B;2;93;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;MERCADOPAGO
07/03/2023;FACTURA;B;2;94;CONSUMIDOR FINAL;;619.83;21;130.17;;;;750;MERCADOPAGO
07/03/2023;FACTURA;B;2;95;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;TARJETA DE DEBITO
08/03/2023;FACTURA;B;2;96;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
08/03/2023;FACTURA;B;2;97;CONSUMIDOR FINAL;;-1322.31;21;-277.69;;;;-1600;TARJETA DE DEBITO
08/03/2023;FACTURA;B;2;98;CONSUMIDOR FINAL;;619.83;21;130.17;;;;750;MERCADOPAGO
08/03/2023;FACTURA;B;2;99;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;MERCADOPAGO
08/03/2023;FACTURA;B;2;100;CONSUMIDOR FINAL;;41.32;21;8.68;;;;50;MERCADOPAGO
08/03/2023;FACTURA;B;2;101;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
08/03/2023;FACTURA;B;2;102;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;MERCADOPAGO
08/03/2023;FACTURA;B;2;103;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
08/03/2023;FACTURA;B;2;104;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;TARJETA DE DEBITO
08/03/2023;FACTURA;B;2;105;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;TARJETA DE DEBITO
08/03/2023;FACTURA;B;2;106;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
09/03/2023;FACTURA;B;2;107;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;TARJETA DE DEBITO
09/03/2023;FACTURA;B;2;108;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
09/03/2023;FACTURA;B;2;109;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;MERCADOPAGO
09/03/2023;FACTURA;B;2;110;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
09/03/2023;FACTURA;B;2;111;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
09/03/2023;FACTURA;B;2;112;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
09/03/2023;FACTURA;B;2;113;CONSUMIDOR FINAL;;1983.47;21;416.53;;;;2400;TARJETA DE DEBITO
10/03/2023;FACTURA;B;2;114;CONSUMIDOR FINAL;;165.29;21;34.71;;;;200;MERCADOPAGO
10/03/2023;FACTURA;B;2;115;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
10/03/2023;FACTURA;B;2;116;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
10/03/2023;FACTURA;B;2;117;CONSUMIDOR FINAL;;371.9;21;78.1;;;;450;MERCADOPAGO
10/03/2023;FACTURA;B;2;118;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;TARJETA DE DEBITO
10/03/2023;FACTURA;B;2;119;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
10/03/2023;FACTURA;B;2;120;CONSUMIDOR FINAL;;371.9;21;78.1;;;;450;MERCADOPAGO
10/03/2023;FACTURA;B;2;121;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
10/03/2023;FACTURA;B;2;122;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
10/03/2023;FACTURA;B;2;123;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;MERCADOPAGO
10/03/2023;FACTURA;B;2;124;CONSUMIDOR FINAL;;4876.03;21;1023.97;;;;5900;TARJETA DE DEBITO
10/03/2023;FACTURA;B;2;125;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;MERCADOPAGO
10/03/2023;FACTURA;B;2;126;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
10/03/2023;FACTURA;B;2;127;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;MERCADOPAGO
11/03/2023;FACTURA;B;2;128;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
11/03/2023;FACTURA;B;2;129;CONSUMIDOR FINAL;;727.27;21;152.73;;;;880;MERCADOPAGO
11/03/2023;FACTURA;B;2;130;CONSUMIDOR FINAL;;2438.02;21;511.98;;;;2950;MERCADOPAGO
11/03/2023;FACTURA;B;2;131;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;132;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
11/03/2023;FACTURA;B;2;133;CONSUMIDOR FINAL;;1363.64;21;286.36;;;;1650;MERCADOPAGO
11/03/2023;FACTURA;B;2;134;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;135;CONSUMIDOR FINAL;;1818.18;21;381.82;;;;2200;MERCADOPAGO
11/03/2023;FACTURA;B;2;136;CONSUMIDOR FINAL;;2272.73;21;477.27;;;;2750;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;137;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;138;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;139;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
11/03/2023;FACTURA;B;2;140;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
11/03/2023;FACTURA;B;2;141;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
11/03/2023;FACTURA;B;2;142;CONSUMIDOR FINAL;;909.09;21;190.91;;;;1100;MERCADOPAGO
11/03/2023;FACTURA;B;2;143;CONSUMIDOR FINAL;;1404.96;21;295.04;;;;1700;MERCADOPAGO
11/03/2023;FACTURA;B;2;144;CONSUMIDOR FINAL;;909.09;21;190.91;;;;1100;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;145;CONSUMIDOR FINAL;;1404.96;21;295.04;;;;1700;MERCADOPAGO
11/03/2023;FACTURA;B;2;146;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;MERCADOPAGO
11/03/2023;FACTURA;B;2;147;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
11/03/2023;FACTURA;B;2;148;CONSUMIDOR FINAL;;1033.06;21;216.94;;;;1250;MERCADOPAGO
11/03/2023;FACTURA;B;2;149;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;150;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;MERCADOPAGO
11/03/2023;FACTURA;B;2;151;CONSUMIDOR FINAL;;1446.28;21;303.72;;;;1750;MERCADOPAGO
11/03/2023;FACTURA;B;2;152;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;153;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
11/03/2023;FACTURA;B;2;154;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
11/03/2023;FACTURA;B;2;155;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;156;CONSUMIDOR FINAL;;537.19;21;112.81;;;;650;MERCADOPAGO
11/03/2023;FACTURA;B;2;157;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
11/03/2023;FACTURA;B;2;158;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
11/03/2023;FACTURA;B;2;159;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
11/03/2023;FACTURA;B;2;160;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;TARJETA DE DEBITO
11/03/2023;FACTURA;B;2;161;CONSUMIDOR FINAL;;1239.67;21;260.33;;;;1500;MERCADOPAGO
11/03/2023;FACTURA;B;2;162;CONSUMIDOR FINAL;;4462.81;21;937.19;;;;5400;MERCADOPAGO
11/03/2023;FACTURA;B;2;163;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;MERCADOPAGO
11/03/2023;FACTURA;B;2;164;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;MERCADOPAGO
11/03/2023;FACTURA;B;2;165;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;TARJETA DE DEBITO
12/03/2023;FACTURA;B;2;166;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
12/03/2023;FACTURA;B;2;167;CONSUMIDOR FINAL;;1735.54;21;364.46;;;;2100;MERCADOPAGO
12/03/2023;FACTURA;B;2;168;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;TARJETA DE DEBITO
12/03/2023;FACTURA;B;2;169;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
12/03/2023;FACTURA;B;2;170;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
12/03/2023;FACTURA;B;2;171;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
12/03/2023;FACTURA;B;2;172;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;MERCADOPAGO
12/03/2023;FACTURA;B;2;173;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;TARJETA DE DEBITO
12/03/2023;FACTURA;B;2;174;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;TARJETA DE DEBITO
12/03/2023;FACTURA;B;2;175;CONSUMIDOR FINAL;;2975.21;21;624.79;;;;3600;MERCADOPAGO
12/03/2023;FACTURA;B;2;176;CONSUMIDOR FINAL;;487.6;21;102.4;;;;590;MERCADOPAGO
12/03/2023;FACTURA;B;2;177;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
12/03/2023;FACTURA;B;2;178;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
12/03/2023;FACTURA;B;2;179;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
12/03/2023;FACTURA;B;2;180;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
12/03/2023;FACTURA;B;2;181;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
12/03/2023;FACTURA;B;2;182;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;TARJETA DE DEBITO
12/03/2023;FACTURA;B;2;183;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;MERCADOPAGO
12/03/2023;FACTURA;B;2;184;CONSUMIDOR FINAL;;1983.47;21;416.53;;;;2400;TARJETA DE CREDITO
12/03/2023;FACTURA;B;2;185;CONSUMIDOR FINAL;;471.07;21;98.93;;;;570;MERCADOPAGO
12/03/2023;FACTURA;B;2;186;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;MERCADOPAGO
12/03/2023;FACTURA;B;2;187;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;MERCADOPAGO
12/03/2023;FACTURA;B;2;188;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
12/03/2023;FACTURA;B;2;189;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;MERCADOPAGO
12/03/2023;FACTURA;B;2;190;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
12/03/2023;FACTURA;B;2;191;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
12/03/2023;FACTURA;B;2;192;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
12/03/2023;FACTURA;B;2;193;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;MERCADOPAGO
12/03/2023;FACTURA;B;2;194;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;MERCADOPAGO
12/03/2023;FACTURA;B;2;195;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
12/03/2023;FACTURA;B;2;196;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
12/03/2023;FACTURA;B;2;197;CONSUMIDOR FINAL;;950.41;21;199.59;;;;1150;MERCADOPAGO
12/03/2023;FACTURA;B;2;198;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
12/03/2023;FACTURA;B;2;199;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
12/03/2023;FACTURA;B;2;200;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;TARJETA DE DEBITO
12/03/2023;FACTURA;B;2;201;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
13/03/2023;FACTURA;B;2;202;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;TARJETA DE DEBITO
13/03/2023;FACTURA;B;2;203;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;MERCADOPAGO
13/03/2023;FACTURA;B;2;204;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
13/03/2023;FACTURA;B;2;205;CONSUMIDOR FINAL;;371.9;21;78.1;;;;450;MERCADOPAGO
13/03/2023;FACTURA;B;2;206;CONSUMIDOR FINAL;;471.07;21;98.93;;;;570;MERCADOPAGO
13/03/2023;FACTURA;B;2;207;CONSUMIDOR FINAL;;1611.57;21;338.43;;;;1950;MERCADOPAGO
13/03/2023;FACTURA;B;2;208;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;TARJETA DE DEBITO
13/03/2023;FACTURA;B;2;209;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
13/03/2023;FACTURA;B;2;210;CONSUMIDOR FINAL;;1570.25;21;329.75;;;;1900;TARJETA DE CREDITO
13/03/2023;FACTURA;B;2;211;CONSUMIDOR FINAL;;198.35;21;41.65;;;;240;MERCADOPAGO
14/03/2023;FACTURA;B;2;212;CONSUMIDOR FINAL;;2884.3;21;605.7;;;;3490;MERCADOPAGO
14/03/2023;FACTURA;B;2;213;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
14/03/2023;FACTURA;B;2;214;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;TARJETA DE CREDITO
14/03/2023;FACTURA;B;2;215;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;TARJETA DE CREDITO
15/03/2023;FACTURA;B;2;216;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
15/03/2023;FACTURA;B;2;217;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;TARJETA DE DEBITO
15/03/2023;FACTURA;B;2;218;CONSUMIDOR FINAL;;1033.06;21;216.94;;;;1250;MERCADOPAGO
15/03/2023;FACTURA;B;2;219;CONSUMIDOR FINAL;;454.55;21;95.45;;;;550;MERCADOPAGO
15/03/2023;FACTURA;B;2;220;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
15/03/2023;FACTURA;B;2;221;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
16/03/2023;FACTURA;B;2;222;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;MERCADOPAGO
16/03/2023;FACTURA;B;2;223;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
16/03/2023;FACTURA;B;2;224;CONSUMIDOR FINAL;;206.61;21;43.39;;;;250;TARJETA DE CREDITO
16/03/2023;FACTURA;B;2;225;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;TARJETA DE DEBITO
16/03/2023;FACTURA;B;2;226;CONSUMIDOR FINAL;;2190.08;21;459.92;;;;2650;TARJETA DE DEBITO
16/03/2023;FACTURA;B;2;227;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
16/03/2023;FACTURA;B;2;228;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;TARJETA DE DEBITO
